"País";"Ciudad";"CityId"
"India";"Jagdalpur";"1592"
"India";"Jaipur";"531"
"India";"Jaisalmer";"1593"
"India";"Jammu";"1594"
"India";"Jamshedpur";"1595"
"India";"Jharsuguda";"1596"
"India";"Jodhpur";"1640"
"India";"Kanpur";"1639"
"India";"Kanyakumari";"1597"
"India";"Karnal";"1598"
"India";"Kochi";"1599"
"India";"Kodaikanal";"1600"
"India";"Kohima";"1601"
"India";"Calcuta";"225"
"India";"Kota";"1602"
"India";"Kozhikode";"1603"
"India";"Lucknow";"532"
"India";"Ludhiana";"1604"
"India";"Madurai";"1605"
"India";"Malda";"1606"
"India";"Mangalore";"1607"
"India";"Minicoy";"1608"
"India";"Mukteshwar";"1609"
"India";"Mumbai";"226"
"India";"Mysore";"1610"
"India";"Nagpur";"533"
"India";"Nasik";"1611"
"India";"Nueva Delhi (Palam)";"1612"
"India";"Nueva Delhi (SFD)";"224"
"India";"Parbhani";"1613"
"India";"Passighat";"1614"
"India";"Patiala";"1641"
"India";"Patna";"534"
"India";"Port Blair";"1616"
"India";"Puducherry";"1615"
"India";"Pune";"535"
"India";"Raipur";"1617"
"India";"Rajkot";"1618"
"India";"Ranchi";"1619"
"India";"Salem";"1631"
"India";"Shillong";"1621"
"India";"Shimla";"1622"
"India";"Silchar";"1620"
"India";"Solapur";"1623"
"India";"Srinagar";"536"
"India";"Sriniketan";"1624"
"India";"Surat";"1625"
"India";"Thiruvananthapuram";"537"
"India";"Tiruchirapalli";"1626"
"India";"Udaipur";"1627"
"India";"Varanasi";"1628"
"India";"Vellore";"1632"
"India";"Vijayawada";"1629"
"India";"Vishakhapatnam";"1630"
"Indonesia";"Ambon";"655"
"Indonesia";"Balikpapan";"2234"
"Indonesia";"Banda Aceh";"2235"
"Indonesia";"Bandar Lampung";"2236"
"Indonesia";"Bandung";"2237"
"Indonesia";"Banjarmasin";"2238"
"Indonesia";"Batam";"2239"
"Indonesia";"Bengkulu";"2240"
"Indonesia";"Biak";"652"
"Indonesia";"Bitung";"2241"
"Indonesia";"Denpasar";"649"
"Indonesia";"Gorontalo";"2242"
"Indonesia";"Jakarta";"310"
"Indonesia";"Jambi";"2243"
"Indonesia";"Jayapura";"2244"
"Indonesia";"Kab. Aceh Barat";"3032"
"Indonesia";"Kab. Aceh Barat Daya";"3033"
"Indonesia";"Kab. Aceh Besar";"3034"
"Indonesia";"Kab. Aceh Jaya";"3035"
"Indonesia";"Kab. Aceh Selatan";"3036"
"Indonesia";"Kab. Aceh Singkil";"3037"
"Indonesia";"Kab. Aceh Tamiang";"3038"
"Indonesia";"Kab. Aceh Tengah";"3039"
"Indonesia";"Kab. Aceh Tenggara";"3040"
"Indonesia";"Kab. Aceh Timur";"3041"
"Indonesia";"Kab. Aceh Utara";"3042"
"Indonesia";"Kab. Agam";"3043"
"Indonesia";"Kab. Alor";"3044"
"Indonesia";"Kab. Anambas";"3045"
"Indonesia";"Kab. Asahan";"3046"
"Indonesia";"Kab. Asmat";"3047"
"Indonesia";"Kab. Badung";"3048"
"Indonesia";"Kab. Balangan";"3049"
"Indonesia";"Kab. Bandung";"3050"
"Indonesia";"Kab. Bandung Barat";"3051"
"Indonesia";"Kab. Banggai";"3052"
"Indonesia";"Kab. Banggai Kepulauan";"3053"
"Indonesia";"Kab. Banggai Laut";"3054"
"Indonesia";"Kab. Bangka";"3055"
"Indonesia";"Kab. Bangka Barat";"3056"
"Indonesia";"Kab. Bangka Selatan";"3057"
"Indonesia";"Kab. Bangka Tengah";"3058"
"Indonesia";"Kab. Bangkalan";"3059"
"Indonesia";"Kab. Bangli";"3060"
"Indonesia";"Kab. Banjar";"3061"
"Indonesia";"Kab. Banjarnegara";"3062"
"Indonesia";"Kab. Bantaeng";"3063"
"Indonesia";"Kab. Bantul";"3064"
"Indonesia";"Kab. Banyuasin";"3065"
"Indonesia";"Kab. Banyumas";"3066"
"Indonesia";"Kab. Banyuwangi";"3067"
"Indonesia";"Kab. Barito Kuala";"3068"
"Indonesia";"Kab. Barito Selatan";"3069"
"Indonesia";"Kab. Barito Timur";"3070"
"Indonesia";"Kab. Barito Utara";"3071"
"Indonesia";"Kab. Barru";"3072"
"Indonesia";"Kab. Batang";"3073"
"Indonesia";"Kab. Batanghari";"3074"
"Indonesia";"Kab. Batubara";"3075"
"Indonesia";"Kab. Bekasi";"3076"
"Indonesia";"Kab. Belitung";"3077"
"Indonesia";"Kab. Belitung Timur";"3078"
"Indonesia";"Kab. Belu";"3079"
"Indonesia";"Kab. Bener Meriah";"3080"
"Indonesia";"Kab. Bengkalis";"3081"
"Indonesia";"Kab. Bengkayang";"3082"
"Indonesia";"Kab. Bengkulu Selatan";"3083"
"Indonesia";"Kab. Bengkulu Tengah";"3084"
"Indonesia";"Kab. Bengkulu Utara";"3085"
"Indonesia";"Kab. Berau";"3086"
"Indonesia";"Kab. Biak Numfor";"3087"
"Indonesia";"Kab. Bima";"3088"
"Indonesia";"Kab. Bintan";"3089"
"Indonesia";"Kab. Bireuen";"3090"
"Indonesia";"Kab. Blitar";"3091"
"Indonesia";"Kab. Blora";"3092"
"Indonesia";"Kab. Boalemo";"3093"
"Indonesia";"Kab. Bogor";"3094"
"Indonesia";"Kab. Bojonegoro";"3095"
"Indonesia";"Kab. Bolaang Mongondow";"3096"
"Indonesia";"Kab. Bolaang Mongondow Selatan";"3097"
"Indonesia";"Kab. Bolaang Mongondow Timur";"3098"
"Indonesia";"Kab. Bolaang Mongondow Utara";"3099"
"Indonesia";"Kab. Bombana";"3100"
"Indonesia";"Kab. Bondowoso";"3101"
"Indonesia";"Kab. Bone";"3102"
"Indonesia";"Kab. Bone Bolango";"3103"
"Indonesia";"Kab. Boven Digoel - Tanah Merah";"3104"
"Indonesia";"Kab. Boyolali";"3105"
"Indonesia";"Kab. Brebes";"3106"
"Indonesia";"Kab. Buleleng";"3107"
"Indonesia";"Kab. Bulukumba";"3108"
"Indonesia";"Kab. Bulungan";"3109"
"Indonesia";"Kab. Bungo";"3110"
"Indonesia";"Kab. Buol";"3111"
"Indonesia";"Kab. Buru";"3112"
"Indonesia";"Kab. Buru Selatan";"3113"
"Indonesia";"Kab. Buton";"3114"
"Indonesia";"Kab. Buton Selatan";"3115"
"Indonesia";"Kab. Buton Tengah";"3116"
"Indonesia";"Kab. Buton Utara";"3117"
"Indonesia";"Kab. Ciamis";"3118"
"Indonesia";"Kab. Cianjur";"3119"
"Indonesia";"Kab. Cilacap";"3120"
"Indonesia";"Kab. Cirebon";"3121"
"Indonesia";"Kab. Dairi";"3122"
"Indonesia";"Kab. Deiyai";"3123"
"Indonesia";"Kab. Deli Serdang";"3124"
"Indonesia";"Kab. Demak";"3125"
"Indonesia";"Kab. Dharmasraya";"3126"
"Indonesia";"Kab. Dogiyai";"3127"
"Indonesia";"Kab. Dompu";"3128"
"Indonesia";"Kab. Donggala";"3129"
"Indonesia";"Kab. Empat Lawang";"3130"
"Indonesia";"Kab. Ende";"3131"
"Indonesia";"Kab. Enrekang";"3132"
"Indonesia";"Kab. Fakfak";"3133"
"Indonesia";"Kab. Flores Timur";"3134"
"Indonesia";"Kab. Garut";"3135"
"Indonesia";"Kab. Gayo Lues";"3136"
"Indonesia";"Kab. Gianyar";"3137"
"Indonesia";"Kab. Gorontalo";"3138"
"Indonesia";"Kab. Gorontalo Utara";"3139"
"Indonesia";"Kab. Gowa";"3140"
"Indonesia";"Kab. Gresik";"3141"
"Indonesia";"Kab. Grobogan";"3142"
"Indonesia";"Kab. Gunung Kidul";"3143"
"Indonesia";"Kab. Gunung Mas";"3144"
"Indonesia";"Kab. Halmahera Barat";"3145"
"Indonesia";"Kab. Halmahera Selatan";"3146"
"Indonesia";"Kab. Halmahera Tengah";"3147"
"Indonesia";"Kab. Halmahera Timur";"3148"
"Indonesia";"Kab. Halmahera Utara";"3149"
"Indonesia";"Kab. Hulu Sungai Selatan";"3150"
"Indonesia";"Kab. Hulu Sungai Tengah";"3151"
"Indonesia";"Kab. Hulu Sungai Utara";"3152"
"Indonesia";"Kab. Humbang Hasundutan";"3153"
"Indonesia";"Kab. Indragiri Hilir";"3154"
"Indonesia";"Kab. Indragiri Hulu";"3155"
"Indonesia";"Kab. Indramayu";"3156"
"Indonesia";"Kab. Intan Jaya";"3157"
"Indonesia";"Kab. Jayapura";"3158"
"Indonesia";"Kab. Jayawijaya";"3159"
"Indonesia";"Kab. Jember";"3160"
"Indonesia";"Kab. Jembrana";"3161"
"Indonesia";"Kab. Jeneponto";"3162"
"Indonesia";"Kab. Jepara";"3163"
"Indonesia";"Kab. Jombang";"3164"
"Indonesia";"Kab. Kaimana";"3165"
"Indonesia";"Kab. Kampar";"3166"
"Indonesia";"Kab. Kapuas";"3167"
"Indonesia";"Kab. Kapuas Hulu";"3168"
"Indonesia";"Kab. Karanganyar";"3169"
"Indonesia";"Kab. Karangasem";"3170"
"Indonesia";"Kab. Karawang";"3171"
"Indonesia";"Kab. Karimun";"3172"
"Indonesia";"Kab. Karo";"3173"
"Indonesia";"Kab. Katingan";"3174"
"Indonesia";"Kab. Kaur";"3175"
"Indonesia";"Kab. Kayong Utara";"3176"
"Indonesia";"Kab. Kebumen";"3177"
"Indonesia";"Kab. Kediri";"3178"
"Indonesia";"Kab. Keerom";"3179"
"Indonesia";"Kab. Kendal";"3180"
"Indonesia";"Kab. Kepahiang";"3181"
"Indonesia";"Kab. Kepulauan Aru";"3182"
"Indonesia";"Kab. Kepulauan Mentawai";"3183"
"Indonesia";"Kab. Kepulauan Meranti";"3184"
"Indonesia";"Kab. Kepulauan Selayar";"3185"
"Indonesia";"Kab. Kepulauan Seribu";"3186"
"Indonesia";"Kab. Kepulauan Sula";"3187"
"Indonesia";"Kab. Kepulauan Tanimbar";"3249"
"Indonesia";"Kab. Kepulauan Yapen";"3188"
"Indonesia";"Kab. Kerinci";"3189"
"Indonesia";"Kab. Ketapang";"3190"
"Indonesia";"Kab. Klaten";"3191"
"Indonesia";"Kab. Klungkung";"3192"
"Indonesia";"Kab. Kolaka";"3193"
"Indonesia";"Kab. Kolaka Timur";"3194"
"Indonesia";"Kab. Kolaka Utara";"3195"
"Indonesia";"Kab. Konawe";"3196"
"Indonesia";"Kab. Konawe Kepulauan";"3197"
"Indonesia";"Kab. Konawe Selatan";"3198"
"Indonesia";"Kab. Konawe Utara";"3199"
"Indonesia";"Kab. Kotabaru";"3200"
"Indonesia";"Kab. Kotawaringin Barat";"3201"
"Indonesia";"Kab. Kotawaringin Timur";"3202"
"Indonesia";"Kab. Kuantan Singingi";"3203"
"Indonesia";"Kab. Kubu Raya";"3204"
"Indonesia";"Kab. Kudus";"3205"
"Indonesia";"Kab. Kulon Progo";"3206"
"Indonesia";"Kab. Kuningan";"3207"
"Indonesia";"Kab. Kupang";"3208"
"Indonesia";"Kab. Kutai Barat";"3209"
"Indonesia";"Kab. Kutai Kartanegara";"3210"
"Indonesia";"Kab. Kutai Timur";"3211"
"Indonesia";"Kab. Labuhanbatu";"3212"
"Indonesia";"Kab. Labuhanbatu Selatan";"3213"
"Indonesia";"Kab. Labuhanbatu Utara";"3214"
"Indonesia";"Kab. Lahat";"3215"
"Indonesia";"Kab. Lamandau";"3216"
"Indonesia";"Kab. Lamongan";"3217"
"Indonesia";"Kab. Lampung Barat";"3218"
"Indonesia";"Kab. Lampung Selatan";"3219"
"Indonesia";"Kab. Lampung Tengah";"3220"
"Indonesia";"Kab. Lampung Timur";"3221"
"Indonesia";"Kab. Lampung Utara";"3222"
"Indonesia";"Kab. Langkat";"3223"
"Indonesia";"Kab. Lanny Jaya";"3224"
"Indonesia";"Kab. Lebak";"3225"
"Indonesia";"Kab. Lebong";"3226"
"Indonesia";"Kab. Lembata";"3227"
"Indonesia";"Kab. Limapuluh Kota";"3228"
"Indonesia";"Kab. Lingga";"3229"
"Indonesia";"Kab. Lombok Barat";"3230"
"Indonesia";"Kab. Lombok Tengah";"3231"
"Indonesia";"Kab. Lombok Timur";"3232"
"Indonesia";"Kab. Lombok Utara";"3233"
"Indonesia";"Kab. Lumajang";"3234"
"Indonesia";"Kab. Luwu";"3235"
"Indonesia";"Kab. Luwu Timur";"3236"
"Indonesia";"Kab. Luwu Utara";"3237"
"Indonesia";"Kab. Madiun";"3238"
"Indonesia";"Kab. Magelang";"3239"
"Indonesia";"Kab. Magetan";"3240"
"Indonesia";"Kab. Mahakam Ulu";"3241"
"Indonesia";"Kab. Majalengka";"3242"
"Indonesia";"Kab. Majene";"3243"
"Indonesia";"Kab. Malaka";"3244"
"Indonesia";"Kab. Malang";"3245"
"Indonesia";"Kab. Malinau";"3246"
"Indonesia";"Kab. Maluku Barat Daya";"3247"
"Indonesia";"Kab. Maluku Tengah";"3248"
"Indonesia";"Kab. Maluku Tenggara";"3502"
"Indonesia";"Kab. Mamasa";"3250"
"Indonesia";"Kab. Mamberamo Raya";"3251"
"Indonesia";"Kab. Mamberamo Tengah";"3252"
"Indonesia";"Kab. Mamuju Tengah";"3253"
"Indonesia";"Kab. Mamuju Utara";"3254"
"Indonesia";"Kab. Mandailing Natal";"3255"
"Indonesia";"Kab. Manggarai";"3256"
"Indonesia";"Kab. Manggarai Barat";"3257"
"Indonesia";"Kab. Manggarai Timur";"3258"
"Indonesia";"Kab. Manokwari";"3259"
"Indonesia";"Kab. Manokwari Selatan";"3260"
"Indonesia";"Kab. Mappi";"3261"
"Indonesia";"Kab. Maros";"3262"
"Indonesia";"Kab. Maybrat";"3263"
"Indonesia";"Kab. Melawi";"3264"
"Indonesia";"Kab. Merangin";"3265"
"Indonesia";"Kab. Merauke";"3266"
"Indonesia";"Kab. Mesuji";"3267"
"Indonesia";"Kab. Mimika";"3268"
"Indonesia";"Kab. Minahasa";"3269"
"Indonesia";"Kab. Minahasa Selatan";"3270"
"Indonesia";"Kab. Minahasa Tenggara";"3271"
"Indonesia";"Kab. Minahasa Utara";"3272"
"Indonesia";"Kab. Mojokerto";"3273"
"Indonesia";"Kab. Morowali";"3274"
"Indonesia";"Kab. Morowali Utara";"3275"
"Indonesia";"Kab. Muaraenim";"3276"
"Indonesia";"Kab. Muaro Jambi";"3277"
"Indonesia";"Kab. Muko Muko";"3278"
"Indonesia";"Kab. Muna";"3279"
"Indonesia";"Kab. Muna Barat";"3280"
"Indonesia";"Kab. Murung Raya";"3281"
"Indonesia";"Kab. Musi Banyuasin";"3282"
"Indonesia";"Kab. Musi Rawas";"3283"
"Indonesia";"Kab. Musi Rawas Utara";"3284"
"Indonesia";"Kab. Nabire";"3285"
"Indonesia";"Kab. Nagan Raya";"3286"
"Indonesia";"Kab. Nagekeo";"3287"
"Indonesia";"Kab. Natuna";"3288"
"Indonesia";"Kab. Ndunga";"3289"
"Indonesia";"Kab. Ngabang";"3290"
"Indonesia";"Kab. Ngada";"3291"
"Indonesia";"Kab. Nganjuk";"3292"
"Indonesia";"Kab. Ngawi";"3293"
"Indonesia";"Kab. Nias";"3294"
"Indonesia";"Kab. Nias Barat";"3295"
"Indonesia";"Kab. Nias Selatan";"3296"
"Indonesia";"Kab. Nias Utara";"3297"
"Indonesia";"Kab. Nunukan";"3298"
"Indonesia";"Kab. Ogan Ilir";"3299"
"Indonesia";"Kab. Ogan Komering Ilir";"3300"
"Indonesia";"Kab. Ogan Komering Ulu";"3301"
"Indonesia";"Kab. Ogan Komering Ulu Selatan";"3302"
"Indonesia";"Kab. Ogan Komering Ulu Timur";"3303"
"Indonesia";"Kab. Pacitan";"3304"
"Indonesia";"Kab. Padang Pariaman";"3305"
"Indonesia";"Kab. Padanglawas";"3306"
"Indonesia";"Kab. Padanglawas Utara";"3307"
"Indonesia";"Kab. Pahuwato";"3308"
"Indonesia";"Kab. Pak-Pak Bharat";"3309"
"Indonesia";"Kab. Pamekasan";"3310"
"Indonesia";"Kab. Pandeglang";"3311"
"Indonesia";"Kab. Pangandaran";"3312"
"Indonesia";"Kab. Pangkajene dan Kepulauan";"3313"
"Indonesia";"Kab. Paniai";"3314"
"Indonesia";"Kab. Parigi Moutong";"3315"
"Indonesia";"Kab. Pasaman";"3316"
"Indonesia";"Kab. Pasaman Barat";"3317"
"Indonesia";"Kab. Paser";"3318"
"Indonesia";"Kab. Pasuruan";"3319"
"Indonesia";"Kab. Pati";"3320"
"Indonesia";"Kab. Pegunungan Arfak";"3321"
"Indonesia";"Kab. Pegunungan Bintang";"3322"
"Indonesia";"Kab. Pekalongan";"3323"
"Indonesia";"Kab. Pelalawan";"3324"
"Indonesia";"Kab. Pemalang";"3325"
"Indonesia";"Kab. Penajam Paser Utara";"3326"
"Indonesia";"Kab. Penukal Abab Lematang Ilir";"3327"
"Indonesia";"Kab. Pesawaran";"3328"
"Indonesia";"Kab. Pesisir Barat";"3329"
"Indonesia";"Kab. Pesisir Selatan";"3330"
"Indonesia";"Kab. Pidie";"3331"
"Indonesia";"Kab. Pidie Jaya";"3332"
"Indonesia";"Kab. Pinrang";"3333"
"Indonesia";"Kab. Polewali Mandar";"3334"
"Indonesia";"Kab. Ponorogo";"3335"
"Indonesia";"Kab. Pontianak";"3336"
"Indonesia";"Kab. Poso";"3337"
"Indonesia";"Kab. Pringsewu";"3338"
"Indonesia";"Kab. Probolinggo";"3339"
"Indonesia";"Kab. Pulang Pisau";"3340"
"Indonesia";"Kab. Pulau Morotai";"3341"
"Indonesia";"Kab. Pulau Taliabu";"3342"
"Indonesia";"Kab. Puncak";"3343"
"Indonesia";"Kab. Puncak Jaya";"3344"
"Indonesia";"Kab. Purbalingga";"3345"
"Indonesia";"Kab. Purwakarta";"3346"
"Indonesia";"Kab. Purworejo";"3347"
"Indonesia";"Kab. Raja Ampat";"3348"
"Indonesia";"Kab. Rejang Lebong";"3349"
"Indonesia";"Kab. Rembang";"3350"
"Indonesia";"Kab. Rokan Hilir";"3351"
"Indonesia";"Kab. Rokan Hulu";"3352"
"Indonesia";"Kab. Rote Ndao";"3353"
"Indonesia";"Kab. Sabu Raijua";"3501"
"Indonesia";"Kab. Sambas";"3354"
"Indonesia";"Kab. Samosir";"3355"
"Indonesia";"Kab. Sampang";"3356"
"Indonesia";"Kab. Sanggau";"3357"
"Indonesia";"Kab. Sangihe";"3358"
"Indonesia";"Kab. Sarmi";"3359"
"Indonesia";"Kab. Sarolangun";"3360"
"Indonesia";"Kab. Sekadau";"3361"
"Indonesia";"Kab. Seluma";"3362"
"Indonesia";"Kab. Semarang";"3363"
"Indonesia";"Kab. Seram Bagian Barat";"3364"
"Indonesia";"Kab. Seram Bagian Timur";"3365"
"Indonesia";"Kab. Serang";"3366"
"Indonesia";"Kab. Serdang Bedagai";"3367"
"Indonesia";"Kab. Seruyan";"3368"
"Indonesia";"Kab. Siak";"3369"
"Indonesia";"Kab. Sidenreng Rappang";"3370"
"Indonesia";"Kab. Sidoarjo";"3371"
"Indonesia";"Kab. Sigi Biromaru";"3372"
"Indonesia";"Kab. Sijunjung";"3373"
"Indonesia";"Kab. Sikka";"3374"
"Indonesia";"Kab. Simalungun";"3375"
"Indonesia";"Kab. Simeulue";"3376"
"Indonesia";"Kab. Sinjai";"3377"
"Indonesia";"Kab. Sintang";"3378"
"Indonesia";"Kab. Sitaro";"3379"
"Indonesia";"Kab. Situbondo";"3380"
"Indonesia";"Kab. Sleman";"3381"
"Indonesia";"Kab. Solok";"3382"
"Indonesia";"Kab. Solok Selatan";"3383"
"Indonesia";"Kab. Soppeng";"3384"
"Indonesia";"Kab. Sorong";"3385"
"Indonesia";"Kab. Sorong Selatan";"3386"
"Indonesia";"Kab. Sragen";"3387"
"Indonesia";"Kab. Subang";"3388"
"Indonesia";"Kab. Sukabumi";"3389"
"Indonesia";"Kab. Sukamara";"3390"
"Indonesia";"Kab. Sukoharjo";"3391"
"Indonesia";"Kab. Sumba Barat";"3392"
"Indonesia";"Kab. Sumba Barat Daya";"3393"
"Indonesia";"Kab. Sumba Tengah";"3394"
"Indonesia";"Kab. Sumba Timur";"3395"
"Indonesia";"Kab. Sumbawa";"3396"
"Indonesia";"Kab. Sumbawa Barat";"3397"
"Indonesia";"Kab. Sumedang";"3398"
"Indonesia";"Kab. Sumenep";"3399"
"Indonesia";"Kab. Supiori";"3400"
"Indonesia";"Kab. Tabalong";"3401"
"Indonesia";"Kab. Tabanan";"3402"
"Indonesia";"Kab. Takalar";"3403"
"Indonesia";"Kab. Talaud";"3404"
"Indonesia";"Kab. Tambrauw";"3405"
"Indonesia";"Kab. Tana Tidung";"3406"
"Indonesia";"Kab. Tana Toraja";"3407"
"Indonesia";"Kab. Tanah Bumbu";"3408"
"Indonesia";"Kab. Tanah Datar";"3409"
"Indonesia";"Kab. Tanah Laut";"3410"
"Indonesia";"Kab. Tangerang";"3411"
"Indonesia";"Kab. Tanggamus";"3412"
"Indonesia";"Kab. Tanjung Jabung Barat";"3413"
"Indonesia";"Kab. Tanjung Jabung Timur";"3414"
"Indonesia";"Kab. Tapanuli Selatan";"3415"
"Indonesia";"Kab. Tapanuli Tengah";"3416"
"Indonesia";"Kab. Tapanuli Utara";"3417"
"Indonesia";"Kab. Tapin";"3418"
"Indonesia";"Kab. Tasikmalaya";"3419"
"Indonesia";"Kab. Tebo";"3420"
"Indonesia";"Kab. Tegal";"3421"
"Indonesia";"Kab. Teluk Bintuni";"3422"
"Indonesia";"Kab. Teluk Wondama";"3423"
"Indonesia";"Kab. Temanggung";"3424"
"Indonesia";"Kab. Timor Tengah Selatan";"3503"
"Indonesia";"Kab. Timor Tengah Utara";"3425"
"Indonesia";"Kab. Toba Samosir";"3426"
"Indonesia";"Kab. Tojo Una-Una";"3427"
"Indonesia";"Kab. Toli-Toli";"3429"
"Indonesia";"Kab. Tolikara";"3428"
"Indonesia";"Kab. Toraja Utara";"3430"
"Indonesia";"Kab. Trenggalek";"3431"
"Indonesia";"Kab. Tuban";"3432"
"Indonesia";"Kab. Tulang Bawang";"3433"
"Indonesia";"Kab. Tulang Bawang Barat";"3434"
"Indonesia";"Kab. Tulungagung";"3435"
"Indonesia";"Kab. Wajo";"3436"
"Indonesia";"Kab. Wakatobi";"3437"
"Indonesia";"Kab. Waropen";"3438"
"Indonesia";"Kab. Way Kanan";"3439"
"Indonesia";"Kab. Wonogiri";"3440"
"Indonesia";"Kab. Wonosobo";"3441"
"Indonesia";"Kab. Yalimo";"3442"
"Indonesia";"Kendari";"2245"
"Indonesia";"Komodo";"2246"
"Indonesia";"Kota Banjar";"3443"
"Indonesia";"Kota Banjarbaru";"3444"
"Indonesia";"Kota Batu";"3445"
"Indonesia";"Kota Bau - Bau";"3446"
"Indonesia";"Kota Bekasi";"3447"
"Indonesia";"Kota Bima";"3448"
"Indonesia";"Kota Binjai";"3449"
"Indonesia";"Kota Blitar";"3450"
"Indonesia";"Bogor";"2247"
"Indonesia";"Kota Bontang";"3451"
"Indonesia";"Kota Bukittinggi";"3452"
"Indonesia";"Kota Cilegon";"3453"
"Indonesia";"Kota Cimahi";"3454"
"Indonesia";"Kota Cirebon";"3455"
"Indonesia";"Kota Depok";"3456"
"Indonesia";"Kota Dumai";"3457"
"Indonesia";"Kota Gunung Sitoli";"3458"
"Indonesia";"Kota Jakarta Barat";"3459"
"Indonesia";"Kota Jakarta Selatan";"3460"
"Indonesia";"Kota Jakarta Timur";"3461"
"Indonesia";"Kota Jakarta Utara";"3462"
"Indonesia";"Kota Kediri";"3463"
"Indonesia";"Kota Kotamobagu";"3464"
"Indonesia";"Kota Langsa";"3465"
"Indonesia";"Kota Lhokseumawe";"3466"
"Indonesia";"Kota Lubuk Linggau";"3467"
"Indonesia";"Kota Madiun";"3468"
"Indonesia";"Malang";"2248"
"Indonesia";"Kota Metro";"3469"
"Indonesia";"Kota Mojokerto";"3470"
"Indonesia";"Kota Padang Sidempuan";"3471"
"Indonesia";"Kota Padangpanjang";"3472"
"Indonesia";"Kota Pagar Alam";"3473"
"Indonesia";"Kota Palopo";"3474"
"Indonesia";"Kota Pare Pare";"3475"
"Indonesia";"Kota Pariaman";"3476"
"Indonesia";"Kota Pasuruan";"3477"
"Indonesia";"Kota Payakumbuh";"3478"
"Indonesia";"Kota Pekalongan";"3479"
"Indonesia";"Kota Pematang Siantar";"3480"
"Indonesia";"Kota Prabumulih";"3481"
"Indonesia";"Kota Probolinggo";"3482"
"Indonesia";"Kota Sabang";"3483"
"Indonesia";"Kota Salatiga";"3484"
"Indonesia";"Kota Sawahlunto";"3485"
"Indonesia";"Kota Sibolga";"3486"
"Indonesia";"Kota Singkawang";"3487"
"Indonesia";"Kota Solok";"3488"
"Indonesia";"Kota Subulussalam";"3489"
"Indonesia";"Kota Sukabumi";"3490"
"Indonesia";"Kota Sungai Penuh";"3491"
"Indonesia";"Kota Tangerang Selatan";"3492"
"Indonesia";"Kota Tanjung Balai";"3493"
"Indonesia";"Kota Tasikmalaya";"3494"
"Indonesia";"Kota Tebing Tinggi";"3495"
"Indonesia";"Kota Tegal";"3496"
"Indonesia";"Kota Tidore Kepulauan";"3497"
"Indonesia";"Kota Tomohon";"3498"
"Indonesia";"Kota Tual";"3500"
"Indonesia";"Kupang";"2249"
"Indonesia";"Kuta";"2250"
"Indonesia";"Lombok";"654"
"Indonesia";"Magelang";"2251"
"Indonesia";"Macasar";"2252"
"Indonesia";"Mamuju";"2253"
"Indonesia";"Manado";"651"
"Indonesia";"Mataram";"2254"
"Indonesia";"Medan";"647"
"Indonesia";"Padang";"2255"
"Indonesia";"Palangkaraya";"2256"
"Indonesia";"Palembang";"2257"
"Indonesia";"Palu";"2258"
"Indonesia";"Pangkal Pinang";"2259"
"Indonesia";"Pekanbaru";"2260"
"Indonesia";"Pontianak";"653"
"Indonesia";"Samarinda";"2261"
"Indonesia";"Semarang";"2262"
"Indonesia";"Serang";"2263"
"Indonesia";"Sorong Kota";"2264"
"Indonesia";"Surabaya";"648"
"Indonesia";"Surakarta";"2265"
"Indonesia";"Tangerang";"2266"
"Indonesia";"Tanjung Pinang";"2267"
"Indonesia";"Tanjung Selor";"2268"
"Indonesia";"Tarakan";"2269"
"Indonesia";"Ternate";"2270"
"Indonesia";"Timika";"2271"
"Indonesia";"Ujung Pandang";"650"
"Indonesia";"Yahukimo";"3499"
"Indonesia";"Yogyakarta";"2272"
"Irán (República Islámica de)";"Ahwaz";"939"
"Irán (República Islámica de)";"Arak";"1443"
"Irán (República Islámica de)";"Ardabil";"1444"
"Irán (República Islámica de)";"Bandar Abbas";"943"
"Irán (República Islámica de)";"Birjand";"1445"
"Irán (República Islámica de)";"Bojnoord";"1446"
"Irán (República Islámica de)";"Bushehr";"940"
"Irán (República Islámica de)";"Esfahan";"935"
"Irán (República Islámica de)";"Ghazvin";"1447"
"Irán (República Islámica de)";"Ghom";"1448"
"Irán (República Islámica de)";"Gorgan";"1449"
"Irán (República Islámica de)";"Hamedan";"1450"
"Irán (República Islámica de)";"Ilam";"1451"
"Irán (República Islámica de)";"Kerman";"941"
"Irán (República Islámica de)";"Kermanshah";"1452"
"Irán (República Islámica de)";"Khoramabad";"1453"
"Irán (República Islámica de)";"Mashhad";"938"
"Irán (República Islámica de)";"Orumiyeh";"1454"
"Irán (República Islámica de)";"Rasht";"1455"
"Irán (República Islámica de)";"Sanandaj";"1456"
"Irán (República Islámica de)";"Sari";"1457"
"Irán (República Islámica de)";"Semnán";"1458"
"Irán (República Islámica de)";"Shahrekord";"1459"
"Irán (República Islámica de)";"Shiraz";"936"
"Irán (República Islámica de)";"Tabriz";"937"
"Irán (República Islámica de)";"Teherán";"218"
"Irán (República Islámica de)";"Yasouj";"1460"
"Irán (República Islámica de)";"Yazd";"1461"
"Irán (República Islámica de)";"Zahedan";"942"
"Irán (República Islámica de)";"Zanjan";"1462"
"Iraq";"Amara";"1463"
"Iraq";"Bagdad";"1464"
"Iraq";"Karbala";"1465"
"Iraq";"Kirkuk";"1466"
